Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
119,Sam Merrill,29,CLE,SG,14,9,25.9,4.5,9.6,.467,3.6,8.1,.442,0.9,1.6,.591,.652,1.2,1.3,.944,0.8,1.5,2.3,2.8,0.6,0.2,0.8,2.6,13.8,,merrisa01
120,Naz Reid,26,MIN,C,30,0,26.7,5.2,11.5,.449,2.3,6.4,.363,2.8,5.1,.559,.551,1.1,1.4,.762,1.1,5.2,6.3,2.4,1.1,0.9,1.5,2.6,13.7,,reidna01
121,Nic Claxton,26,BRK,C,28,28,30.1,5.3,9.2,.576,0.0,0.4,.091,5.3,8.8,.598,.578,3.0,4.3,.692,2.8,5.1,7.8,4.4,0.7,1.3,1.5,2.2,13.6,,claxtni01
122,Zach Edey,23,MEM,C,11,11,25.8,5.6,8.9,.633,0.1,0.5,.200,5.5,8.5,.656,.638,2.3,2.9,.781,3.9,7.2,11.1,1.1,0.6,1.9,2.4,3.4,13.6,,edeyza01
123,Cedric Coward,22,MEM,SG,29,16,27.1,4.9,10.5,.464,1.4,4.5,.321,3.4,6.0,.572,.533,2.3,2.9,.819,1.5,4.8,6.2,2.9,0.6,0.3,1.6,2.0,13.5,,cowarce01
124,Kyle Kuzma,30,MIL,PF,28,14,26.7,5.1,10.0,.513,0.9,2.6,.324,4.3,7.3,.580,.556,2.4,3.2,.744,0.9,3.9,4.9,2.2,0.8,0.5,1.8,2.5,13.5,,kuzmaky01
125,Noah Clowney,21,BRK,PF,28,22,28.2,4.0,9.9,.401,2.3,6.6,.344,1.7,3.3,.516,.516,3.1,3.9,.815,0.8,3.1,3.9,1.9,0.7,0.9,1.8,2.8,13.4,,clownno01
126,Naji Marshall,28,DAL,SF,31,12,28.5,4.7,8.6,.545,0.9,3.0,.315,3.8,5.7,.665,.599,3.0,3.7,.816,0.9,3.9,4.8,2.6,1.1,0.1,1.2,2.1,13.4,,marshna01
127,Derik Queen,21,NOP,C,31,19,25.9,5.1,9.9,.516,0.2,0.8,.192,4.9,9.0,.546,.525,3.1,3.8,.798,1.5,5.3,6.8,4.1,1.0,0.8,2.3,3.3,13.4,,queende01
128,Collin Gillespie,26,PHO,PG,29,10,27.9,4.7,10.7,.437,2.8,6.7,.415,1.9,3.9,.474,.568,1.2,1.4,.875,1.0,2.9,3.9,4.9,1.3,0.3,1.8,1.5,13.3,,gilleco01
129,Rui Hachimura,27,LAL,PF,25,25,32.9,5.2,9.6,.535,1.9,4.1,.456,3.3,5.5,.594,.633,1.1,1.4,.750,0.8,3.0,3.8,0.9,0.5,0.2,0.9,1.8,13.3,,hachiru01
130,Reed Sheppard,21,HOU,SG,27,4,25.8,4.9,10.7,.453,2.7,6.2,.435,2.1,4.5,.479,.580,0.9,1.1,.774,0.3,2.7,3.0,3.4,1.5,0.6,1.2,2.1,13.3,,sheppre01
131,Dennis Schröder,32,SAC,PG,23,12,28.5,4.5,11.2,.405,1.6,4.5,.350,3.0,6.7,.442,.475,2.5,3.0,.826,0.6,3.0,3.6,5.9,0.7,0.2,2.0,1.8,13.1,,schrode01
132,Keldon Johnson,26,SAS,SF,29,0,23.2,5.0,8.7,.578,1.1,2.8,.390,3.9,5.8,.669,.641,1.9,2.5,.753,2.1,4.2,6.3,1.6,0.7,0.1,0.9,2.0,13.0,,johnske04
133,Anfernee Simons,26,BOS,SG,29,0,23.8,4.7,10.8,.431,2.2,6.1,.369,2.4,4.7,.511,.535,1.4,1.6,.894,0.3,1.8,2.1,2.3,0.5,0.1,1.0,2.0,13.0,,simonan01
134,Jaylon Tyson,23,CLE,SG,26,19,27.8,5.0,9.5,.524,1.9,4.3,.450,3.0,5.2,.585,.626,1.1,1.4,.784,1.9,3.5,5.4,2.0,1.0,0.6,1.2,3.3,13.0,,tysonja01
135,Harrison Barnes,33,SAS,PF,29,29,29.9,4.4,9.3,.474,2.2,5.5,.400,2.2,3.8,.582,.593,1.8,2.1,.883,0.8,2.3,3.2,2.1,1.0,0.1,1.1,1.5,12.9,,barneha02
136,Mark Williams,24,PHO,C,25,22,24.4,5.0,7.5,.674,0.0,0.0,1.000,5.0,7.4,.672,.676,2.7,3.5,.773,3.0,5.1,8.0,1.1,1.3,0.9,1.0,2.4,12.8,,willima07
137,Tim Hardaway Jr.,33,DEN,SG,29,2,25.8,4.3,9.2,.468,2.7,6.2,.425,1.7,3.0,.558,.612,1.4,1.6,.894,0.2,1.9,2.1,1.4,0.5,0.1,0.4,1.1,12.7,,hardati02
138,John Collins,28,LAC,PF,29,20,27.2,4.9,9.6,.509,1.0,3.0,.326,3.9,6.6,.592,.560,1.8,2.2,.813,1.3,3.5,4.8,0.9,0.9,0.7,1.5,2.4,12.5,,collijo01
139,Bobby Portis,30,MIL,PF,30,4,23.2,5.0,10.3,.489,1.8,3.9,.466,3.2,6.4,.503,.576,0.6,0.9,.679,1.1,5.1,6.2,1.3,0.5,0.1,1.1,1.6,12.5,,portibo01
140,Malik Monk,27,SAC,SG,25,0,22.8,4.4,10.2,.435,1.8,4.4,.414,2.6,5.8,.451,.525,1.7,2.0,.824,0.4,1.6,2.0,2.3,0.8,0.4,1.2,1.6,12.4,,monkma01
141,Brandin Podziemski,22,GSW,SG,30,11,27.8,4.4,9.7,.455,1.9,4.8,.400,2.5,4.8,.510,.555,1.7,2.2,.746,0.7,3.8,4.5,3.3,1.2,0.2,1.6,2.2,12.4,,podzibr01
142,Myles Turner,29,MIL,C,30,30,28.9,4.1,9.6,.422,2.2,6.0,.367,1.9,3.6,.514,.536,2.1,2.9,.733,1.1,4.4,5.5,1.7,0.8,1.5,1.0,2.7,12.4,,turnemy01
143,Jaylen Wells,22,MEM,SG,30,30,27.5,4.2,9.9,.429,1.7,5.0,.340,2.5,4.9,.521,.515,2.2,2.8,.798,0.9,2.6,3.6,1.7,1.0,0.1,1.0,2.1,12.4,,wellsja01
144,Toumani Camara,25,POR,PF,30,30,33.4,4.4,10.8,.410,2.3,7.0,.332,2.1,3.8,.558,.519,1.1,1.6,.708,1.9,3.3,5.2,2.8,1.2,0.5,2.1,3.4,12.3,,camarto01
145,Wendell Carter Jr.,26,ORL,C,29,29,30.1,4.3,8.0,.537,1.2,3.0,.414,3.0,5.0,.611,.615,2.5,3.2,.777,2.7,4.9,7.5,2.0,0.7,0.7,1.4,3.6,12.3,,cartewe01
146,Tre Jones,26,CHI,PG,23,11,27.3,4.1,7.9,.519,0.4,1.6,.278,3.7,6.3,.579,.547,3.7,4.3,.860,0.6,2.3,2.9,5.1,1.6,0.3,1.4,1.5,12.3,,jonestr01
147,Cam Spencer,25,MEM,SG,29,4,23.1,4.0,8.1,.498,2.6,5.2,.493,1.4,2.9,.506,.657,1.7,1.8,.906,0.3,2.0,2.3,4.7,0.8,0.1,1.3,1.7,12.3,,spencca01
148,Dylan Harper,19,SAS,SG,19,0,21.5,4.7,10.3,.462,0.7,2.5,.277,4.1,7.8,.520,.495,2.0,2.8,.717,0.9,2.2,3.2,3.9,1.0,0.1,1.6,2.3,12.2,,harpedy01
149,Kevin Huerter,27,CHI,SF,24,8,24.0,4.6,9.6,.481,1.7,5.2,.331,2.9,4.5,.654,.569,1.3,1.6,.789,0.5,2.9,3.4,2.3,0.9,0.6,1.3,2.0,12.2,,huertke01
150,Kel'el Ware,21,MIA,C,30,20,24.5,4.7,8.5,.551,1.2,2.6,.474,3.5,5.9,.584,.623,1.6,2.0,.814,3.4,7.3,10.7,0.6,0.9,1.3,1.0,1.8,12.2,,wareke01
151,Josh Hart,30,NYK,SF,27,13,30.4,4.6,9.3,.496,1.6,4.0,.389,3.0,5.3,.577,.580,1.4,1.7,.826,1.8,6.4,8.1,5.1,1.4,0.3,2.2,2.6,12.1,,hartjo01
152,Ausar Thompson,23,DET,SF,26,25,27.0,4.9,9.5,.516,0.2,0.6,.313,4.7,8.9,.530,.526,2.0,3.7,.552,2.2,3.8,6.0,2.8,1.5,0.7,1.5,2.7,12.1,,thompau01
153,Isaiah Joe,26,OKC,SG,21,0,22.3,3.7,8.0,.461,2.8,6.5,.426,0.9,1.5,.613,.635,1.9,2.0,.930,0.6,2.3,3.0,1.5,0.6,0.2,0.9,1.7,12.0,,joeis01
154,Duncan Robinson,31,DET,SF,28,28,30.2,3.9,9.2,.426,2.9,7.4,.389,1.0,1.8,.580,.583,1.3,1.6,.778,0.3,2.5,2.8,2.0,0.9,0.3,0.6,2.6,12.0,,robindu01
155,Jonathan Kuminga,23,GSW,PF,18,13,24.8,4.3,10.1,.431,0.9,2.8,.320,3.4,7.3,.473,.475,2.2,3.0,.741,1.6,4.6,6.2,2.6,0.3,0.3,2.4,1.7,11.8,,kuminjo01
156,Cameron Johnson,29,DEN,SF,28,28,30.6,4.0,8.8,.461,1.9,4.5,.429,2.1,4.3,.496,.571,1.7,2.1,.810,0.7,2.9,3.6,2.4,0.6,0.3,1.0,2.3,11.7,,johnsca02
157,Miles McBride,25,NYK,SG,20,9,27.0,4.0,9.1,.436,2.8,6.2,.444,1.2,2.9,.421,.588,1.0,1.2,.792,0.7,1.9,2.6,2.5,0.7,0.3,0.8,1.8,11.6,,mcbrimi01
